Format Version,1.24,Take Name,take_009,Take Notes,,Capture Frame Rate,20.000000,Export Frame Rate,20.000000,Capture Start Time,2025-01-22 11.34.48.599 ,Capture Start Frame,63174,Total Frames in Take,15904,Total Exported Frames,15904,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
17,0.850000,0.212594,0.718254,0.530967,4982.653809,739.825500,2030.204956,0.136783,-0.064673,-0.066116,4208.206543,1247.482788,2212.461914
18,0.900000,0.210362,0.721172,0.528293,4982.653320,739.820251,2030.205688,0.122806,-0.047018,-0.062278,4208.241699,1247.500000,2212.539551
19,0.950000,0.216285,0.718529,0.529693,4982.661621,739.829346,2030.210938,0.157942,-0.106472,-0.083263,4208.109863,1247.517334,2212.287109
20,1.000000,0.210369,0.719172,0.532122,4982.657227,739.829041,2030.209351,0.166728,-0.113187,-0.085001,4208.100098,1247.498047,2212.253174
21,1.050000,0.215897,0.722200,0.527763,4982.652832,739.831360,2030.212891,0.165512,-0.118970,-0.077679,4208.092773,1247.472412,2212.227783
22,1.100000,0.219189,0.716633,0.534118,4982.660156,739.843323,2030.215698,0.166133,-0.116441,-0.079358,4208.097656,1247.484131,2212.244141
23,1.150000,0.214253,0.711632,0.528362,4982.667969,739.837280,2030.217651,0.166734,-0.107014,-0.086801,4208.120117,1247.513672,2212.281982
24,1.200000,0.215784,0.711860,0.533078,4982.669922,739.838989,2030.208618,0.160016,-0.110263,-0.084911,4208.118652,1247.519043,2212.270264
25,1.250000,0.212226,0.713815,0.530722,4982.666992,739.833862,2030.209839,0.163079,-0.114299,-0.083063,4208.105469,1247.500122,2212.256836
26,1.300000,0.210323,0.720524,0.527508,4982.655762,739.823792,2030.206665,0.164925,-0.114464,-0.081078,4208.100586,1247.490479,2212.254395
27,1.350000,0.214192,0.721153,0.533478,4982.648438,739.832458,2030.213623,0.126716,-0.046056,-0.064963,4208.244629,1247.498657,2212.542236
28,1.400000,0.214239,0.715342,0.530256,4982.657715,739.829285,2030.209961,0.154564,-0.096372,-0.080444,4208.141602,1247.511719,2212.324951
29,1.450000,0.210602,0.716532,0.528639,4982.652832,739.824463,2030.221924,0.172544,-0.119811,-0.080979,4208.088379,1247.472900,2212.235596
30,1.500000,0.218481,0.718149,0.532216,4982.652344,739.847290,2030.211670,0.160442,-0.110024,-0.082101,4208.112305,1247.508667,2212.269775
31,1.550000,0.216857,0.717717,0.531331,4982.655273,739.841248,2030.206909,0.165085,-0.107983,-0.081618,4208.113281,1247.503540,2212.279785
32,1.600000,0.215817,0.722368,0.531077,4982.650879,739.839172,2030.212646,0.135773,-0.051555,-0.062747,4208.241211,1247.487915,2212.520020
33,1.650000,0.210743,0.720062,0.530825,4982.652344,739.838501,2030.214844,0.125187,-0.047736,-0.062950,4208.250488,1247.501831,2212.543701
34,1.700000,0.212486,0.713533,0.530522,4982.655273,739.830078,2030.204956,0.128823,-0.050278,-0.061852,4208.243164,1247.486816,2212.529053
35,1.750000,0.211065,0.717922,0.527549,4982.652344,739.828918,2030.208618,0.154430,-0.111180,-0.084025,4208.104492,1247.521973,2212.271729
36,1.800000,0.205755,0.721955,0.531133,4982.650391,739.823425,2030.209961,0.172435,-0.117729,-0.080164,4208.099121,1247.471924,2212.232910
37,1.850000,0.212569,0.712917,0.529061,4982.664551,739.837769,2030.201172,0.175683,-0.120630,-0.081387,4208.088379,1247.470581,2212.228516
38,1.900000,0.208787,0.724672,0.528894,4982.653809,739.828735,2030.200439,0.171842,-0.121414,-0.079651,4208.093750,1247.481079,2212.220459
39,1.950000,0.216247,0.714426,0.534804,4982.662598,739.841858,2030.198608,0.168477,-0.114322,-0.083165,4208.104492,1247.491943,2212.252686
40,2.000000,0.214553,0.718198,0.533365,4982.655762,739.839172,2030.203613,0.165551,-0.114949,-0.080631,4208.105469,1247.490234,2212.248535
41,2.050000,0.221148,0.714450,0.536077,4982.661621,739.853577,2030.199585,0.167598,-0.116291,-0.080737,4208.101074,1247.491943,2212.242432
42,2.100000,0.214268,0.714484,0.532098,4982.660156,739.842590,2030.195679,0.166743,-0.114127,-0.080973,4208.102051,1247.488281,2212.253418
43,2.150000,0.210897,0.719118,0.528899,4982.649902,739.822021,2030.215698,0.169050,-0.112843,-0.082853,4208.104004,1247.486694,2212.256348
44,2.200000,0.213349,0.720580,0.532782,4982.650391,739.832581,2030.207397,0.165568,-0.116159,-0.083322,4208.096191,1247.500977,2212.239014
45,2.250000,0.217486,0.713148,0.534009,4982.666016,739.847351,2030.205200,0.166813,-0.117241,-0.080982,4208.091309,1247.488892,2212.246826
46,2.300000,0.219689,0.717759,0.532563,4982.661133,739.843018,2030.206421,0.137247,-0.058110,-0.061346,4208.224121,1247.464355,2212.493652
47,2.350000,0.212041,0.721550,0.531324,4982.658691,739.838684,2030.203125,0.154827,-0.098899,-0.078684,4208.141602,1247.509766,2212.311523
48,2.400000,0.206454,0.717300,0.527258,4982.662109,739.828918,2030.206665,0.164588,-0.114863,-0.081800,4208.109863,1247.502075,2212.244141
49,2.450000,0.213027,0.717521,0.531342,4982.656738,739.834900,2030.214844,0.167049,-0.126230,-0.077746,4208.083008,1247.477905,2212.196533
50,2.500000,0.213920,0.718927,0.533272,4982.657227,739.839600,2030.204956,0.165487,-0.113705,-0.081039,4208.104980,1247.495850,2212.257812
51,2.550000,0.211892,0.712264,0.530969,4982.661621,739.830383,2030.204590,0.167908,-0.115719,-0.084163,4208.096191,1247.500854,2212.242920
52,2.600000,0.215292,0.719641,0.528168,4982.655273,739.828247,2030.210938,0.164365,-0.108778,-0.087245,4208.108398,1247.521240,2212.276123
53,2.650000,0.216633,0.722835,0.531946,4982.660645,739.842651,2030.210938,0.132138,-0.055830,-0.066236,4208.227051,1247.504761,2212.500488
54,2.700000,0.213222,0.720168,0.534141,4982.664551,739.844788,2030.207397,0.123022,-0.052880,-0.062445,4208.237793,1247.504272,2212.527588
55,2.750000,0.214751,0.719815,0.532144,4982.662109,739.846558,2030.219116,0.153451,-0.101418,-0.079819,4208.136230,1247.520996,2212.307617
56,2.800000,0.218164,0.720528,0.532692,4982.663086,739.851685,2030.208862,0.169050,-0.110324,-0.084216,4208.117676,1247.504395,2212.264404
57,2.850000,0.217501,0.720491,0.534102,4982.660156,739.845642,2030.208618,0.169845,-0.117801,-0.078996,4208.106445,1247.483643,2212.235840
58,2.900000,0.209698,0.721836,0.529624,4982.655762,739.828613,2030.205933,0.166308,-0.115723,-0.080465,4208.105957,1247.492676,2212.244873
59,2.950000,0.210855,0.721661,0.529271,4982.657715,739.831055,2030.207642,0.167786,-0.116846,-0.084227,4208.098633,1247.497681,2212.244629
60,3.000000,0.208586,0.716300,0.524084,4982.654785,739.815369,2030.224121,0.165910,-0.114234,-0.082563,4208.098633,1247.494995,2212.251953
61,3.050000,0.212646,0.722019,0.533449,4982.650879,739.832581,2030.210205,0.166874,-0.108120,-0.081748,4208.110352,1247.493042,2212.267822
62,3.100000,0.210340,0.721233,0.531440,4982.655762,739.828796,2030.209351,0.165014,-0.110619,-0.078859,4208.111328,1247.484863,2212.263184
63,3.150000,0.209763,0.721860,0.530165,4982.655273,739.829163,2030.206909,0.164763,-0.118281,-0.080573,4208.100586,1247.495483,2212.234375
64,3.200000,0.210578,0.713555,0.529587,4982.668945,739.837830,2030.204956,0.163591,-0.116827,-0.080891,4208.103516,1247.500122,2212.242676
65,3.250000,0.220184,0.712289,0.533691,4982.668457,739.853027,2030.202637,0.168539,-0.114488,-0.083196,4208.105957,1247.491211,2212.251221
66,3.300000,0.205646,0.722670,0.527072,4982.654297,739.819458,2030.204834,0.163255,-0.117116,-0.083793,4208.098633,1247.502686,2212.252197
67,3.350000,0.211722,0.719038,0.529822,4982.660645,739.830750,2030.204956,0.168348,-0.113586,-0.081332,4208.105469,1247.489868,2212.254395
68,3.400000,0.213123,0.723685,0.535797,4982.654785,739.831421,2030.201172,0.162316,-0.117519,-0.083983,4208.096680,1247.499390,2212.233887
69,3.450000,0.212160,0.720336,0.533812,4982.655762,739.826355,2030.204956,0.163115,-0.115727,-0.080995,4208.099609,1247.492065,2212.243408
70,3.500000,0.207796,0.714514,0.528765,4982.666016,739.822144,2030.204346,0.128475,-0.055536,-0.065642,4208.229980,1247.501221,2212.507812
71,3.550000,0.213809,0.714252,0.533379,4982.667969,739.844788,2030.203613,0.153092,-0.105012,-0.076680,4208.125977,1247.496338,2212.302734
72,3.600000,0.214192,0.713309,0.532680,4982.665527,739.843201,2030.204590,0.164007,-0.118855,-0.078847,4208.098145,1247.484131,2212.236816
73,3.650000,0.211530,0.720762,0.531680,4982.659180,739.842712,2030.199097,0.162855,-0.116807,-0.081999,4208.104004,1247.503540,2212.246338
74,3.700000,0.212231,0.722730,0.531692,4982.654297,739.835083,2030.203857,0.167917,-0.111517,-0.082778,4208.107422,1247.496094,2212.272461
75,3.750000,0.213923,0.723009,0.533935,4982.650879,739.836487,2030.203613,0.163226,-0.115796,-0.085118,4208.098633,1247.509277,2212.254150
76,3.800000,0.213794,0.717990,0.527858,4982.655762,739.830566,2030.209106,0.131523,-0.060985,-0.068855,4208.217285,1247.509521,2212.485840
77,3.850000,0.212050,0.718733,0.529623,4982.655762,739.837646,2030.203613,0.129255,-0.049936,-0.061403,4208.236816,1247.484375,2212.536865
78,3.900000,0.211674,0.719336,0.530879,4982.654297,739.836060,2030.204102,0.159178,-0.115102,-0.084324,4208.097168,1247.520020,2212.255371
79,3.950000,0.208369,0.719246,0.529577,4982.651855,739.831299,2030.205200,0.173739,-0.118654,-0.083616,4208.092773,1247.490967,2212.233887
80,4.000000,0.215748,0.719517,0.535353,4982.651367,739.850464,2030.205444,0.165062,-0.116842,-0.081836,4208.097656,1247.499756,2212.242188
81,4.050000,0.215146,0.718980,0.533568,4982.654297,739.847595,2030.201416,0.159012,-0.114331,-0.083384,4208.101074,1247.519531,2212.248779
82,4.100000,0.214844,0.721135,0.531470,4982.655762,739.848267,2030.198120,0.166266,-0.113110,-0.085835,4208.103516,1247.512207,2212.251953
83,4.150000,0.210321,0.720741,0.531209,4982.647949,739.837646,2030.207642,0.168254,-0.119175,-0.080482,4208.091309,1247.485718,2212.235596
84,4.200000,0.208959,0.717686,0.528973,4982.650879,739.835815,2030.210693,0.170301,-0.120343,-0.079472,4208.083496,1247.473999,2212.237061
85,4.250000,0.216248,0.719953,0.533238,4982.654297,739.849060,2030.207886,0.166433,-0.109139,-0.081149,4208.108398,1247.491333,2212.274658
86,4.300000,0.211906,0.719712,0.534472,4982.654297,739.846863,2030.203613,0.137350,-0.060705,-0.065108,4208.212891,1247.490234,2212.488037
87,4.350000,0.221167,0.722726,0.533404,4982.655762,739.850281,2030.200439,0.166663,-0.115472,-0.080712,4208.098633,1247.502319,2212.257080
88,4.400000,0.215665,0.720965,0.534503,4982.656738,739.851318,2030.212646,0.175172,-0.121744,-0.082054,4208.089355,1247.488525,2212.215576
89,4.450000,0.215391,0.720640,0.529883,4982.656738,739.835022,2030.212158,0.164909,-0.116072,-0.083599,4208.103027,1247.513184,2212.244629
90,4.500000,0.215049,0.723173,0.534271,4982.655762,739.842957,2030.209351,0.161082,-0.114929,-0.079672,4208.106934,1247.504517,2212.251221
91,4.550000,0.220620,0.724435,0.531827,4982.657715,739.847412,2030.203613,0.167937,-0.115139,-0.080392,4208.101074,1247.485840,2212.249023
92,4.600000,0.216501,0.721226,0.532742,4982.656738,739.843567,2030.213135,0.129089,-0.057721,-0.065058,4208.221680,1247.501709,2212.499756
93,4.650000,0.209174,0.718495,0.527518,4982.657227,739.822754,2030.215698,0.157206,-0.099183,-0.077578,4208.130859,1247.500977,2212.322266
94,4.700000,0.210346,0.721364,0.531325,4982.651855,739.824341,2030.210693,0.164423,-0.120399,-0.083429,4208.086914,1247.503784,2212.237305
95,4.750000,0.216895,0.712596,0.534862,4982.667480,739.836914,2030.215698,0.167272,-0.115826,-0.082896,4208.099609,1247.497803,2212.243164
96,4.800000,0.217723,0.718442,0.530574,4982.660645,739.840027,2030.211914,0.163019,-0.113239,-0.083908,4208.105469,1247.511108,2212.260498
97,4.850000,0.212435,0.718329,0.529911,4982.663086,739.841614,2030.206421,0.131117,-0.057690,-0.064457,4208.223633,1247.500488,2212.501465
98,4.900000,0.211459,0.715503,0.528620,4982.664062,739.836975,2030.201172,0.135242,-0.046124,-0.060896,4208.247559,1247.475464,2212.541504
99,4.950000,0.213751,0.717284,0.530970,4982.656738,739.838562,2030.208374,0.163412,-0.112276,-0.079141,4208.100586,1247.491333,2212.263672
100,5.000000,0.210179,0.720758,0.529356,4982.655273,739.833923,2030.202148,0.171418,-0.127352,-0.078765,4208.071777,1247.474731,2212.199219
101,5.050000,0.210732,0.722827,0.531330,4982.650391,739.833252,2030.213623,0.169988,-0.120298,-0.083749,4208.085449,1247.494873,2212.222412
102,5.100000,0.213269,0.720393,0.531991,4982.657715,739.839844,2030.212646,0.168823,-0.117165,-0.080104,4208.095215,1247.481567,2212.242920
103,5.150000,0.212749,0.717888,0.531325,4982.658203,739.840637,2030.210938,0.169719,-0.112803,-0.081111,4208.106445,1247.492676,2212.257324
104,5.200000,0.214241,0.719821,0.526283,4982.663086,739.838623,2030.205933,0.166687,-0.114003,-0.082309,4208.111816,1247.505737,2212.244629
105,5.250000,0.215126,0.723491,0.528055,4982.663086,739.838501,2030.204346,0.137422,-0.062947,-0.063809,4208.222168,1247.490967,2212.470703
106,5.300000,0.215516,0.714414,0.533392,4982.665039,739.840210,2030.209351,0.157122,-0.098860,-0.079721,4208.137695,1247.513550,2212.318848
107,5.350000,0.210523,0.717825,0.529323,4982.657227,739.833984,2030.216919,0.139779,-0.052808,-0.063455,4208.234375,1247.473267,2212.513916
108,5.400000,0.211311,0.718145,0.526538,4982.659668,739.828064,2030.211670,0.157320,-0.107789,-0.085170,4208.113770,1247.528320,2212.276367
109,5.450000,0.216409,0.721410,0.532829,4982.655762,739.836365,2030.204956,0.163126,-0.124560,-0.081400,4208.080566,1247.500122,2212.207764
110,5.500000,0.208501,0.720749,0.529086,4982.651367,739.820007,2030.211182,0.173150,-0.122198,-0.084544,4208.083496,1247.492432,2212.218994
111,5.550000,0.212353,0.713913,0.529637,4982.665527,739.833862,2030.207886,0.138134,-0.057838,-0.068430,4208.223145,1247.491211,2212.499268
112,5.600000,0.212228,0.713630,0.531558,4982.664062,739.836731,2030.206665,0.158845,-0.098372,-0.079653,4208.141113,1247.497314,2212.314697
113,5.650000,0.209463,0.721964,0.536895,4982.655273,739.834473,2030.205200,0.162579,-0.110811,-0.083827,4208.115723,1247.507568,2212.260742
114,5.700000,0.211678,0.721336,0.531562,4982.658691,739.835327,2030.208130,0.129324,-0.055091,-0.064659,4208.232910,1247.495239,2212.496094
115,5.750000,0.215020,0.721347,0.534523,4982.656738,739.847656,2030.206909,0.159693,-0.109478,-0.079901,4208.105957,1247.504272,2212.278809
116,5.800000,0.216766,0.719998,0.530644,4982.654785,739.840515,2030.206421,0.170582,-0.114212,-0.082261,4208.097656,1247.485352,2212.254150
117,5.850000,0.215116,0.720213,0.530984,4982.653809,739.835815,2030.212646,0.165204,-0.111392,-0.084411,4208.102051,1247.501465,2212.266602
118,5.900000,0.220166,0.722366,0.534861,4982.651855,739.846191,2030.208618,0.130036,-0.056601,-0.064993,4208.225098,1247.491333,2212.502686
119,5.950000,0.219226,0.719409,0.535223,4982.658203,739.854614,2030.208130,0.165832,-0.107444,-0.085927,4208.116699,1247.515991,2212.276611
120,6.000000,0.219478,0.721504,0.530799,4982.657227,739.845581,2030.203857,0.172296,-0.120999,-0.081845,4208.090820,1247.482910,2212.218750
121,6.050000,0.218407,0.720589,0.533322,4982.657227,739.845886,2030.204102,0.171365,-0.123909,-0.082913,4208.086426,1247.485840,2212.208740
122,6.100000,0.212426,0.715336,0.526749,4982.666016,739.836548,2030.203613,0.168719,-0.115489,-0.083239,4208.103027,1247.496338,2212.244629
123,6.150000,0.213225,0.718955,0.533247,4982.656250,739.840881,2030.213379,0.168687,-0.108622,-0.084800,4208.114746,1247.503662,2212.271729
124,6.200000,0.209464,0.720332,0.533616,4982.656250,739.840088,2030.211426,0.170512,-0.113757,-0.086604,4208.100098,1247.505371,2212.258789
125,6.250000,0.216481,0.711976,0.535348,4982.670410,739.854065,2030.200684,0.167952,-0.112491,-0.082547,4208.105469,1247.494995,2212.266846
126,6.300000,0.212221,0.720350,0.531467,4982.656738,739.843201,2030.203369,0.171635,-0.115928,-0.082429,4208.098633,1247.486938,2212.254395
127,6.350000,0.218084,0.719329,0.529391,4982.657227,739.846008,2030.209351,0.165481,-0.113483,-0.082723,4208.107910,1247.504761,2212.252197
128,6.400000,0.216231,0.713421,0.533762,4982.665527,739.848938,2030.201904,0.162491,-0.115270,-0.081876,4208.102539,1247.504150,2212.246826
129,6.450000,0.215688,0.713952,0.531962,4982.662109,739.851257,2030.206177,0.167602,-0.115615,-0.083537,4208.102051,1247.502075,2212.244385
130,6.500000,0.216794,0.712171,0.528848,4982.661621,739.836670,2030.207642,0.161128,-0.110542,-0.084273,4208.111328,1247.517700,2212.260254
131,6.550000,0.215516,0.718361,0.529917,4982.655762,739.834717,2030.208130,0.133818,-0.054018,-0.062422,4208.225586,1247.480469,2212.511475
132,6.600000,0.218187,0.717865,0.536315,4982.657715,739.846863,2030.208130,0.152238,-0.104937,-0.078957,4208.116699,1247.511353,2212.298828
133,6.650000,0.212332,0.718446,0.527794,4982.656738,739.835632,2030.202881,0.165681,-0.110257,-0.081922,4208.106934,1247.499634,2212.269287
134,6.700000,0.215349,0.714915,0.529592,4982.663086,739.836487,2030.203125,0.166269,-0.114936,-0.080668,4208.105957,1247.495117,2212.246826
135,6.750000,0.214751,0.715092,0.532591,4982.661133,739.843079,2030.205200,0.164754,-0.112851,-0.082287,4208.110840,1247.506226,2212.248535
136,6.800000,0.212852,0.720636,0.530145,4982.658203,739.843018,2030.205688,0.167362,-0.122910,-0.083376,4208.086914,1247.502319,2212.215576
137,6.850000,0.217540,0.716143,0.532424,4982.658691,739.841797,2030.203125,0.165370,-0.116908,-0.081237,4208.100586,1247.500977,2212.233398
138,6.900000,0.216253,0.717847,0.534429,4982.655762,739.847778,2030.210693,0.162884,-0.115487,-0.081911,4208.102539,1247.504761,2212.239014
139,6.950000,0.217307,0.718422,0.531986,4982.656250,739.843872,2030.212158,0.165231,-0.110559,-0.085252,4208.110840,1247.514404,2212.261475
140,7.000000,0.212847,0.719275,0.528598,4982.657227,739.840576,2030.206909,0.134084,-0.058899,-0.066109,4208.222656,1247.509033,2212.489746
141,7.050000,0.207520,0.719129,0.524256,4982.655762,739.830811,2030.215210,0.131555,-0.051219,-0.065750,4208.241699,1247.515259,2212.523926
142,7.100000,0.210277,0.720046,0.523001,4982.657715,739.833862,2030.210449,0.165309,-0.113680,-0.083078,4208.106934,1247.514648,2212.261719
143,7.150000,0.217571,0.720134,0.536247,4982.654785,739.852844,2030.201904,0.146516,-0.072028,-0.067860,4208.198730,1247.484253,2212.430176
144,7.200000,0.212748,0.717504,0.534209,4982.655273,739.838196,2030.203125,0.163354,-0.110908,-0.081942,4208.111328,1247.510010,2212.268799
145,7.250000,0.213173,0.713496,0.532412,4982.657715,739.832397,2030.211182,0.134321,-0.055946,-0.065279,4208.229004,1247.488892,2212.497559
146,7.300000,0.208249,0.720681,0.530956,4982.652344,739.831116,2030.208618,0.155317,-0.101204,-0.080460,4208.132812,1247.509644,2212.304932
147,7.350000,0.216357,0.714037,0.534081,4982.660156,739.839661,2030.211670,0.168414,-0.108149,-0.083062,4208.115723,1247.492798,2212.272217
148,7.400000,0.208702,0.719763,0.528655,4982.653809,739.831299,2030.209595,0.137307,-0.047098,-0.065793,4208.240723,1247.480591,2212.533203
149,7.450000,0.209476,0.719160,0.528992,4982.654785,739.828186,2030.207153,0.125431,-0.039873,-0.061803,4208.257812,1247.496460,2212.573486
150,7.500000,0.212660,0.712328,0.530621,4982.662109,739.830078,2030.218384,0.124611,-0.041352,-0.060959,4208.257324,1247.494873,2212.564209
151,7.550000,0.214903,0.718957,0.535898,4982.654785,739.846680,2030.209595,0.159339,-0.098830,-0.079305,4208.138184,1247.499878,2212.314697
152,7.600000,0.219068,0.713925,0.535840,4982.664551,739.844116,2030.202148,0.135513,-0.061575,-0.064953,4208.217773,1247.492920,2212.479980
153,7.650000,0.213776,0.721109,0.530977,4982.656250,739.836914,2030.204956,0.166236,-0.110440,-0.083659,4208.109375,1247.511841,2212.264648
154,7.700000,0.218063,0.713769,0.533285,4982.661621,739.837891,2030.204102,0.141032,-0.066517,-0.067455,4208.202148,1247.487549,2212.448486
155,7.750000,0.213057,0.712058,0.527949,4982.666016,739.831909,2030.213867,0.163998,-0.110346,-0.084395,4208.108398,1247.511597,2212.262939
156,7.800000,0.214900,0.713601,0.530434,4982.660645,739.832642,2030.205933,0.167627,-0.115939,-0.084746,4208.095703,1247.500000,2212.244629
157,7.850000,0.214634,0.711434,0.531157,4982.661621,739.832031,2030.199341,0.164776,-0.113010,-0.084673,4208.102051,1247.506958,2212.256592
158,7.900000,0.218638,0.712244,0.533327,4982.663574,739.835693,2030.202148,0.132046,-0.059064,-0.061453,4208.220703,1247.484253,2212.486328
159,7.950000,0.216402,0.718647,0.529803,4982.661133,739.832397,2030.205688,0.159707,-0.105503,-0.083633,4208.119141,1247.517456,2212.282471
160,8.000000,0.218247,0.720190,0.535340,4982.661621,739.846680,2030.215942,0.168152,-0.120141,-0.083110,4208.091309,1247.498535,2212.236084
161,8.050000,0.213391,0.712690,0.529965,4982.670898,739.826904,2030.204834,0.175647,-0.116622,-0.084386,4208.097168,1247.485107,2212.240967
162,8.100000,0.215083,0.718019,0.531006,4982.661621,739.829590,2030.210693,0.137948,-0.062485,-0.064623,4208.212402,1247.484009,2212.486328
163,8.150000,0.214219,0.716313,0.534635,4982.665039,739.832275,2030.207642,0.154365,-0.104679,-0.076250,4208.122559,1247.495972,2212.302246
164,8.200000,0.210815,0.711571,0.527578,4982.668945,739.820496,2030.215454,0.160210,-0.109978,-0.078870,4208.116211,1247.501221,2212.276611
165,8.250000,0.208713,0.715179,0.532001,4982.661133,739.823242,2030.214966,0.157506,-0.119376,-0.077509,4208.090332,1247.493530,2212.244141
166,8.300000,0.212975,0.720028,0.527860,4982.655762,739.823425,2030.216919,0.163014,-0.114059,-0.079422,4208.103516,1247.497192,2212.260010
167,8.350000,0.216202,0.720796,0.532240,4982.655762,739.832092,2030.211670,0.131625,-0.055559,-0.064097,4208.232422,1247.498901,2212.507812
168,8.400000,0.212733,0.720139,0.530128,4982.659668,739.830750,2030.208618,0.155476,-0.099510,-0.080341,4208.132324,1247.509277,2212.312744
169,8.450000,0.216674,0.720401,0.531031,4982.662598,739.843384,2030.209595,0.167050,-0.113827,-0.080111,4208.106934,1247.487549,2212.247803
170,8.500000,0.215646,0.710646,0.532460,4982.668457,739.835510,2030.214966,0.164232,-0.110841,-0.081764,4208.108887,1247.498535,2212.263916
171,8.550000,0.217689,0.712203,0.533104,4982.665039,739.838379,2030.209961,0.164239,-0.108553,-0.084870,4208.109375,1247.507080,2212.277344
172,8.600000,0.212851,0.720236,0.531717,4982.657227,739.833069,2030.207397,0.163247,-0.112864,-0.082867,4208.104004,1247.501465,2212.260010
173,8.650000,0.210454,0.718643,0.530427,4982.650879,739.823608,2030.214600,0.164605,-0.115739,-0.083171,4208.100586,1247.502319,2212.244629
174,8.700000,0.212827,0.713695,0.527743,4982.659180,739.826172,2030.216431,0.168416,-0.120536,-0.081725,4208.089355,1247.490723,2212.226074
175,8.750000,0.217703,0.719762,0.536559,4982.653320,739.841431,2030.210449,0.168255,-0.117479,-0.085431,4208.091797,1247.502075,2212.242188
