Format Version,1.24,Take Name,take_009,Take Notes,,Capture Frame Rate,20.000000,Export Frame Rate,20.000000,Capture Start Time,2025-01-22 11.34.48.599 ,Capture Start Frame,63174,Total Frames in Take,15904,Total Exported Frames,15904,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
4093,204.650000,-0.334113,43.130672,0.059721,4208.999023,733.378906,409.515076,-0.809502,46.798782,-0.098057,3678.514404,1251.568237,971.867920
4094,204.700000,-0.347362,43.124996,0.069359,4208.982910,733.363770,409.527313,-0.747835,46.974850,-0.135281,3678.379639,1251.430664,971.408264
4095,204.750000,-0.346663,43.121937,0.070341,4208.979004,733.376526,409.518555,-0.805489,47.000622,-0.065058,3677.810303,1251.366455,970.860657
4096,204.800000,-0.344912,43.127815,0.065957,4208.999023,733.386963,409.500671,-0.844402,46.972404,-0.013456,3677.129639,1251.299805,970.280884
4097,204.850000,-0.367462,43.129128,0.081066,4208.975098,733.377625,409.512848,-0.824550,46.871696,-0.023340,3676.277588,1251.213989,969.752808
4098,204.900000,-0.375563,43.138790,0.084249,4208.962402,733.366211,409.501190,-0.803436,46.793346,-0.066282,3675.584717,1251.239990,969.269043
4099,204.950000,-0.387817,43.133503,0.091300,4208.973633,733.366455,409.485565,-0.791409,46.669052,-0.074304,3674.765625,1251.207520,968.804993
4100,205.000000,-0.392937,43.136238,0.089868,4208.943848,733.357300,409.493317,-0.751814,46.650238,-0.122532,3674.397705,1251.181274,968.519897
4101,205.050000,-0.391973,43.132397,0.092515,4208.972656,733.366882,409.482758,-0.736628,46.638718,-0.136315,3674.157227,1251.161743,968.305603
4102,205.100000,-0.395028,43.132893,0.096803,4208.973633,733.367004,409.483887,-0.748798,46.646366,-0.121306,3674.052734,1251.106689,968.208496
4103,205.150000,-0.397499,43.135208,0.102091,4208.968262,733.376160,409.490173,-0.755280,46.652271,-0.117135,3674.048096,1251.083618,968.204468
4104,205.200000,-0.397617,43.132507,0.100722,4208.988770,733.376099,409.499054,-0.758374,46.649975,-0.112181,3674.057861,1251.074463,968.211670
4105,205.250000,-0.396527,43.134163,0.097867,4208.976562,733.372498,409.500366,-0.763832,46.639503,-0.106251,3674.006104,1251.054077,968.200134
4106,205.300000,-0.394903,43.134232,0.098205,4208.967773,733.366211,409.489838,-0.743770,46.645943,-0.132489,3673.996094,1251.094116,968.180054
4107,205.350000,-0.404559,43.135784,0.105840,4208.952637,733.364136,409.495117,-0.751530,46.615780,-0.121596,3673.893311,1251.143677,968.138428
4108,205.400000,-0.390213,43.132900,0.099676,4208.975586,733.381042,409.501556,-0.760834,46.622684,-0.108574,3673.938965,1251.158203,968.161255
4109,205.450000,-0.399421,43.131943,0.103809,4208.984863,733.380249,409.502869,-0.828823,46.851894,-0.024065,3674.660156,1251.146973,968.342407
4110,205.500000,-0.393513,43.139820,0.098476,4208.987305,733.371277,409.490112,-0.757750,46.649399,-0.114236,3674.011475,1251.158813,968.167908
4111,205.550000,-0.380254,43.137878,0.091091,4208.999023,733.384460,409.487244,-0.740961,46.643311,-0.131752,3674.000488,1251.160767,968.171509
4112,205.600000,-0.389754,43.132393,0.094393,4208.994141,733.382141,409.500610,-0.804933,46.790794,-0.049896,3674.475586,1251.136841,968.297913
4113,205.650000,-0.395285,43.132072,0.101037,4208.989746,733.379944,409.493042,-0.752318,46.669312,-0.115013,3674.075195,1251.153320,968.206360
4114,205.700000,-0.396732,43.134239,0.094619,4208.981934,733.370972,409.491669,-0.803184,46.821426,-0.047285,3674.561279,1251.125977,968.303406
4115,205.750000,-0.401299,43.130386,0.098441,4208.979004,733.367554,409.491608,-0.820646,46.822266,-0.031392,3674.565674,1251.139404,968.310364
4116,205.800000,-0.387995,43.136929,0.099650,4208.960938,733.385620,409.508789,-0.822367,46.876476,-0.030210,3674.744141,1251.150269,968.376221
4117,205.850000,-0.396300,43.130314,0.104915,4208.982910,733.383545,409.496185,-0.762091,46.651012,-0.105894,3674.010986,1251.161499,968.180054
4118,205.900000,-0.396237,43.133774,0.102707,4208.977051,733.381958,409.496735,-0.810763,46.839298,-0.049156,3674.614258,1251.164307,968.327759
4119,205.950000,-0.408661,43.136585,0.108207,4208.980469,733.370789,409.493561,-0.816070,46.861591,-0.034716,3674.689697,1251.136963,968.357483
4120,206.000000,-0.392855,43.135769,0.094696,4208.981445,733.385132,409.501373,-0.816936,46.848663,-0.040792,3674.652100,1251.163086,968.351379
4121,206.050000,-0.397494,43.133350,0.103809,4208.979980,733.381958,409.500610,-0.754283,46.681900,-0.122700,3674.114502,1251.188721,968.212769
4122,206.100000,-0.401857,43.131832,0.100571,4208.989258,733.378601,409.491943,-0.814017,46.832943,-0.036634,3674.597656,1251.133179,968.315857
4123,206.150000,-0.399481,43.131664,0.098848,4208.979492,733.376282,409.500458,-0.817248,46.849854,-0.029166,3674.635986,1251.132690,968.348450
4124,206.200000,-0.395107,43.134205,0.096600,4208.971191,733.379089,409.507263,-0.807759,46.861134,-0.044895,3674.639404,1251.163818,968.321899
4125,206.250000,-0.398838,43.136410,0.095706,4208.977539,733.370300,409.506317,-0.791937,46.818699,-0.061000,3674.324951,1251.232788,968.138489
4126,206.300000,-0.405027,43.135433,0.107875,4208.957520,733.381287,409.507507,-0.768120,46.843712,-0.103531,3674.118652,1251.355347,967.939209
4127,206.350000,-0.387660,43.138901,0.093367,4208.962402,733.380127,409.515533,-0.739235,46.965427,-0.136421,3674.207031,1251.364136,967.803894
4128,206.400000,-0.382078,43.137512,0.095654,4208.979004,733.393616,409.509766,-0.779976,47.006069,-0.098237,3673.963867,1251.289917,967.545959
4129,206.450000,-0.381845,43.137077,0.093111,4208.954590,733.388245,409.503052,-0.782886,47.067432,-0.099249,3673.693848,1251.257568,967.196106
4130,206.500000,-0.391349,43.134979,0.093952,4208.954590,733.377258,409.493286,-0.825117,47.048473,-0.053345,3673.147461,1251.272339,966.692261
4131,206.550000,-0.398197,43.138126,0.101961,4208.939941,733.361389,409.504517,-0.816126,46.990906,-0.058611,3672.398438,1251.301392,966.137024
4132,206.600000,-0.397667,43.136589,0.097754,4208.959961,733.371033,409.507812,-0.759583,46.913883,-0.134858,3671.496338,1251.393188,965.514221
4133,206.650000,-0.406719,43.137115,0.103478,4208.968750,733.371582,409.496796,-0.780981,47.106613,-0.113986,3671.351318,1251.443237,965.002991
4134,206.700000,-0.404873,43.134624,0.108469,4208.976074,733.377197,409.506958,-0.734716,47.305508,-0.160068,3671.188477,1251.477417,964.512573
4135,206.750000,-0.394118,43.131706,0.098138,4208.970215,733.378967,409.504303,-0.735319,47.329144,-0.157824,3670.471436,1251.459839,963.884033
4136,206.800000,-0.395605,43.134644,0.098824,4208.967773,733.359497,409.508667,-0.812335,47.214828,-0.083130,3669.239502,1251.475586,963.052734
4137,206.850000,-0.371245,43.129002,0.082933,4208.968262,733.366455,409.505066,-0.807457,47.015892,-0.068595,3667.721191,1251.387451,962.117981
4138,206.900000,-0.341802,43.126705,0.063026,4208.969238,733.356140,409.517761,-0.859310,47.051018,-0.024413,3666.916992,1251.417969,961.318726
4139,206.950000,-0.314124,43.114418,0.046088,4209.035156,733.366821,409.560089,-0.798972,47.330544,-0.115276,3666.837158,1251.550415,960.729614
4140,207.000000,-0.326758,43.110683,0.050999,4209.099121,733.357117,409.600555,-0.882625,47.396313,-0.059412,3666.153076,1251.724854,959.946411
4141,207.050000,-0.363746,43.103020,0.075825,4209.152344,733.355042,409.605896,-0.827494,47.313610,-0.107644,3664.914795,1251.681152,959.044861
4142,207.100000,-0.375245,43.108120,0.081088,4209.166992,733.353271,409.588135,-0.876818,47.449375,-0.041368,3664.359863,1251.590210,958.348267
4143,207.150000,-0.394666,43.104404,0.099983,4209.158203,733.355652,409.602325,-0.810245,47.501312,-0.119284,3663.514648,1251.604858,957.528259
4144,207.200000,-0.408308,43.108311,0.103715,4209.163086,733.350647,409.603180,-0.861477,47.425129,-0.094327,3662.290527,1251.715942,956.607666
4145,207.250000,-0.390886,43.104492,0.102609,4209.181152,733.378296,409.599304,-0.866524,47.310707,-0.099483,3660.902344,1251.770020,955.654602
4146,207.300000,-0.380499,43.103172,0.092318,4209.166504,733.374390,409.591431,-0.895452,47.471786,-0.076768,3660.437256,1251.754761,954.945679
4147,207.350000,-0.383531,43.113190,0.090295,4209.142578,733.355469,409.582153,-0.853219,47.605793,-0.105753,3659.916016,1251.692017,954.227905
4148,207.400000,-0.376300,43.107101,0.084733,4209.128906,733.350525,409.589020,-0.888397,47.676918,-0.095597,3659.258545,1251.782715,953.496216
4149,207.450000,-0.364552,43.111458,0.069634,4209.121582,733.341187,409.585571,-0.883960,47.690029,-0.069583,3658.365967,1251.698364,952.711304
4150,207.500000,-0.344458,43.105206,0.058371,4209.103516,733.348511,409.577545,-0.800941,47.621925,-0.143543,3657.250977,1251.563232,951.940186
4151,207.550000,-0.336606,43.109104,0.054477,4209.096191,733.353882,409.562500,-0.855111,47.804970,-0.083329,3656.979248,1251.539307,951.370056
4152,207.600000,-0.332163,43.106014,0.052722,4209.083984,733.349792,409.577057,-0.852927,47.796619,-0.083457,3656.116943,1251.533081,950.664062
4153,207.650000,-0.325265,43.108143,0.051015,4209.076172,733.369141,409.569153,-0.845698,47.749683,-0.067071,3655.208496,1251.396973,949.951111
4154,207.700000,-0.321621,43.109409,0.048140,4209.059570,733.352234,409.561218,-0.840555,47.685360,-0.073005,3654.302002,1251.342651,949.230286
4155,207.750000,-0.320733,43.112019,0.050257,4209.030273,733.351013,409.544556,-0.857358,47.694969,-0.059393,3653.650879,1251.309937,948.652954
4156,207.800000,-0.315106,43.112831,0.042171,4209.027832,733.350281,409.542816,-0.855677,47.758144,-0.045741,3653.234863,1251.233521,948.199646
4157,207.850000,-0.316385,43.108395,0.043156,4209.011719,733.348633,409.547485,-0.850470,47.857876,-0.063421,3653.044922,1251.228149,947.834229
4158,207.900000,-0.309976,43.111504,0.044128,4209.008301,733.367004,409.532043,-0.855252,47.959892,-0.048821,3652.889893,1251.142334,947.521179
4159,207.950000,-0.322827,43.116901,0.042404,4209.017578,733.349976,409.541382,-0.852713,47.970398,-0.070439,3652.554199,1251.180908,947.191711
4160,208.000000,-0.305746,43.119717,0.032861,4209.012695,733.340576,409.538879,-0.861852,48.035889,-0.048185,3652.476807,1251.144897,947.000793
4161,208.050000,-0.320585,43.114975,0.046287,4209.011719,733.331299,409.543793,-0.873304,48.009151,-0.039587,3652.167236,1251.162354,946.770447
4162,208.100000,-0.319078,43.114521,0.045085,4209.018555,733.344421,409.529205,-0.871543,47.986004,-0.033520,3651.943848,1251.096069,946.638916
4163,208.150000,-0.325335,43.114960,0.049364,4209.000000,733.333008,409.533997,-0.881244,48.023201,-0.019335,3652.055664,1251.055542,946.670288
4164,208.200000,-0.319507,43.117588,0.045139,4208.993652,733.340149,409.544952,-0.879236,48.019703,-0.025649,3652.048828,1251.066772,946.678833
4165,208.250000,-0.317442,43.117065,0.042289,4209.001465,733.340759,409.548950,-0.879032,47.964886,-0.028190,3651.858887,1251.041748,946.613770
4166,208.300000,-0.322472,43.117546,0.045545,4208.994629,733.328491,409.544586,-0.874685,47.987892,-0.034794,3651.909424,1251.042358,946.616699
4167,208.350000,-0.314163,43.114986,0.042461,4209.014648,733.349487,409.540283,-0.874247,47.986370,-0.027246,3651.908691,1251.040649,946.610901
4168,208.400000,-0.315567,43.115627,0.043566,4209.006836,733.348145,409.549683,-0.861106,47.996735,-0.033622,3651.938721,1251.081787,946.632629
4169,208.450000,-0.320558,43.121231,0.046153,4208.986328,733.357300,409.540741,-0.869387,47.980572,-0.028010,3651.877197,1251.091187,946.607483
4170,208.500000,-0.328022,43.111012,0.049509,4208.997559,733.338135,409.535919,-0.872645,47.967693,-0.029842,3651.834473,1251.093262,946.574890
4171,208.550000,-0.310726,43.110329,0.038476,4209.013184,733.346313,409.541656,-0.864878,47.988457,-0.033779,3651.908203,1251.086060,946.612244
4172,208.600000,-0.309546,43.113117,0.041648,4209.012207,733.355530,409.548645,-0.852737,47.993206,-0.044405,3651.924805,1251.082642,946.633301
4173,208.650000,-0.321750,43.115555,0.046238,4209.015137,733.341431,409.543243,-0.859484,47.993668,-0.047586,3651.928223,1251.120728,946.623230
4174,208.700000,-0.320652,43.119957,0.047840,4209.009766,733.341187,409.540863,-0.865211,47.997116,-0.037437,3651.923340,1251.094482,946.618652
4175,208.750000,-0.314911,43.118450,0.039457,4208.999512,733.337463,409.549652,-0.866131,48.006485,-0.034202,3651.964844,1251.091919,946.629150
4176,208.800000,-0.307687,43.116184,0.035979,4208.989746,733.342590,409.547638,-0.859837,48.001595,-0.047165,3651.945557,1251.116699,946.635986
4177,208.850000,-0.305087,43.117386,0.039075,4208.985352,733.343811,409.548401,-0.865656,47.992989,-0.044587,3651.914307,1251.124634,946.611145
4178,208.900000,-0.320887,43.114784,0.046235,4209.022949,733.339905,409.542755,-0.868553,47.995258,-0.033878,3651.918213,1251.097900,946.620728
4179,208.950000,-0.327811,43.118759,0.047293,4209.013672,733.343384,409.552917,-0.870873,47.985519,-0.033776,3651.896729,1251.113403,946.623352
4180,209.000000,-0.316212,43.114635,0.044047,4209.014648,733.360291,409.547913,-0.869092,47.997467,-0.037418,3651.934326,1251.120728,946.632385
4181,209.050000,-0.328010,43.122913,0.046247,4208.995605,733.335449,409.534943,-0.867252,48.008350,-0.041126,3651.958008,1251.129150,946.618774
4182,209.100000,-0.326951,43.117371,0.047732,4209.000000,733.336304,409.534058,-0.862882,47.977646,-0.041505,3651.858643,1251.099487,946.595764
4183,209.150000,-0.317980,43.112118,0.040404,4208.996582,733.333252,409.551483,-0.867764,47.997299,-0.030919,3651.929688,1251.088623,946.621765
4184,209.200000,-0.321809,43.116852,0.046846,4209.021973,733.347107,409.556519,-0.851955,47.995800,-0.048065,3651.878662,1251.128052,946.572327
4185,209.250000,-0.323779,43.117157,0.048653,4209.023926,733.352600,409.548309,-0.854728,48.028732,-0.039627,3651.798828,1251.207520,946.442139
4186,209.300000,-0.331171,43.117191,0.047458,4209.002441,733.332275,409.533508,-0.842815,48.095291,-0.042742,3651.794922,1251.216919,946.311707
4187,209.350000,-0.321714,43.119446,0.043730,4209.005859,733.333618,409.544189,-0.841412,48.066853,-0.049487,3651.388916,1251.197021,946.059143
4188,209.400000,-0.312030,43.118896,0.042621,4209.015137,733.355530,409.551575,-0.870603,48.059368,-0.033659,3650.983398,1251.201782,945.736633
4189,209.450000,-0.318607,43.113228,0.045299,4209.002441,733.346619,409.548798,-0.868249,48.055149,-0.036249,3650.512207,1251.236328,945.326721
4190,209.500000,-0.321696,43.117836,0.046647,4208.999512,733.332520,409.541656,-0.890425,48.011528,-0.016640,3649.795166,1251.263916,944.802307
4191,209.550000,-0.319171,43.119217,0.045660,4208.993652,733.341614,409.540070,-0.861373,48.074551,-0.046954,3649.346436,1251.271729,944.317566
4192,209.600000,-0.317990,43.116669,0.041569,4209.004883,733.346191,409.544891,-0.899845,48.052197,-0.009845,3648.626953,1251.312866,943.768616
4193,209.650000,-0.312863,43.114452,0.045538,4209.002930,733.351379,409.542328,-0.922108,47.982254,0.002615,3647.641357,1251.351807,943.101196
4194,209.700000,-0.317454,43.112709,0.044028,4209.020508,733.352173,409.541107,-0.879249,48.019436,-0.033528,3646.960938,1251.349487,942.486084
4195,209.750000,-0.310130,43.119213,0.041044,4209.014160,733.352783,409.537231,-0.894636,48.056671,-0.034228,3646.277832,1251.420288,941.832886
4196,209.800000,-0.316156,43.118549,0.046167,4208.986816,733.342102,409.542877,-0.881289,48.144627,-0.041671,3645.681152,1251.407593,941.171875
4197,209.850000,-0.319885,43.113258,0.042042,4208.986816,733.325439,409.534698,-0.882913,48.198177,-0.060669,3644.994629,1251.508057,940.424316
4198,209.900000,-0.321007,43.115902,0.044813,4208.996094,733.335388,409.530334,-0.917242,48.272030,-0.013269,3644.264893,1251.555420,939.722290
4199,209.950000,-0.317929,43.117817,0.041037,4208.996582,733.341003,409.534210,-0.911004,48.302601,-0.000380,3643.399170,1251.496094,939.025146
4200,210.000000,-0.304133,43.112579,0.035636,4209.016113,733.349854,409.533600,-0.890124,48.271561,-0.015730,3642.308350,1251.464233,938.172546
4201,210.050000,-0.320419,43.115765,0.041114,4208.999512,733.336914,409.532501,-0.861844,48.304512,-0.074480,3641.384766,1251.541992,937.328918
4202,210.100000,-0.320027,43.112778,0.045886,4208.985840,733.329468,409.534668,-0.949101,48.304649,-0.001640,3640.407959,1251.616089,936.468445
4203,210.150000,-0.318628,43.117985,0.042149,4208.982422,733.328552,409.527863,-0.941081,48.296120,-0.041369,3639.326172,1251.723877,935.633362
4204,210.200000,-0.317274,43.122097,0.043376,4209.004883,733.333252,409.530853,-0.944695,48.404793,-0.029004,3638.687012,1251.667969,934.890442
4205,210.250000,-0.324173,43.119141,0.046424,4208.975586,733.326904,409.528931,-0.906431,48.575008,-0.030516,3638.267090,1251.564697,934.199158
4206,210.300000,-0.322148,43.116917,0.047146,4208.979980,733.329285,409.525848,-0.916099,48.648262,-0.003224,3637.525391,1251.507202,933.449951
4207,210.350000,-0.317791,43.118641,0.040927,4208.971191,733.329590,409.518585,-0.933907,48.563847,0.022725,3636.228027,1251.425049,932.580994
4208,210.400000,-0.302874,43.122246,0.032538,4208.985352,733.323730,409.520599,-0.953514,48.506824,0.067997,3635.084229,1251.271118,931.764648
4209,210.450000,-0.317037,43.118763,0.042152,4208.978027,733.327271,409.526855,-0.953530,48.469566,0.043944,3633.983154,1251.326294,930.943970
4210,210.500000,-0.314755,43.118126,0.044968,4208.991699,733.336731,409.516022,-0.883410,48.584122,-0.013878,3633.468506,1251.259766,930.303955
4211,210.550000,-0.303957,43.120834,0.038438,4208.984863,733.340698,409.528900,-0.869877,48.668285,-0.046942,3632.929443,1251.266602,929.673706
4212,210.600000,-0.318892,43.119644,0.043159,4208.975098,733.323486,409.527008,-0.869635,48.666973,-0.068432,3632.079590,1251.286987,928.963806
4213,210.650000,-0.325971,43.115837,0.053354,4208.982910,733.329041,409.523834,-0.858373,48.623230,-0.073652,3631.172607,1251.189453,928.307739
4214,210.700000,-0.322935,43.117176,0.045599,4208.978027,733.323669,409.526245,-0.885977,48.796730,0.001550,3631.019775,1251.007568,927.842529
4215,210.750000,-0.336192,43.121723,0.048450,4208.948242,733.301086,409.524353,-0.852052,48.911743,-0.023124,3630.713135,1250.958496,927.371033
4216,210.800000,-0.329658,43.113827,0.047017,4208.956055,733.300049,409.527069,-0.858180,48.960434,-0.008246,3630.247559,1250.876343,926.919006
4217,210.850000,-0.319722,43.117146,0.045643,4208.968750,733.317383,409.515076,-0.838270,49.021278,-0.035949,3629.927490,1250.847534,926.523315
4218,210.900000,-0.333997,43.118874,0.048091,4208.977539,733.296936,409.518738,-0.864404,48.944180,-0.035594,3629.226562,1250.895752,926.066589
4219,210.950000,-0.341684,43.123070,0.057767,4208.950195,733.304993,409.518219,-0.845642,48.904861,-0.076225,3628.709717,1250.940674,925.701233
4220,211.000000,-0.333570,43.113335,0.051130,4208.974121,733.306091,409.515625,-0.883379,48.837559,-0.045549,3628.164551,1250.986084,925.342468
4221,211.050000,-0.332767,43.116848,0.050092,4208.976074,733.318970,409.498352,-0.887860,48.748913,-0.036726,3627.619629,1250.957642,925.057068
4222,211.100000,-0.329755,43.115440,0.050496,4208.962891,733.317932,409.510895,-0.884225,48.721188,-0.051535,3627.387451,1250.959473,924.911621
4223,211.150000,-0.321975,43.121670,0.043198,4208.978027,733.299622,409.513000,-0.889063,48.704769,-0.046350,3627.346436,1250.913452,924.919495
4224,211.200000,-0.310718,43.117073,0.040699,4208.980957,733.327820,409.522736,-0.899858,48.730843,-0.036601,3627.451660,1250.917969,924.952454
4225,211.250000,-0.322432,43.116783,0.049488,4208.974609,733.325073,409.528381,-0.901554,48.721455,-0.034785,3627.410889,1250.895386,924.947754
4226,211.300000,-0.322991,43.112461,0.048897,4208.968262,733.330200,409.515198,-0.939904,48.852356,0.013001,3627.792236,1250.877930,924.988098
4227,211.350000,-0.319391,43.117371,0.041274,4208.975098,733.313293,409.509277,-0.904708,48.740955,-0.034920,3627.444580,1250.906982,924.914185
4228,211.400000,-0.316715,43.117199,0.047132,4208.978516,733.333679,409.522644,-0.887775,48.710075,-0.052151,3627.348145,1250.937866,924.914246
4229,211.450000,-0.317899,43.111698,0.044810,4208.971191,733.327698,409.524536,-0.902701,48.698719,-0.040380,3627.307129,1250.986328,924.893982
4230,211.500000,-0.331660,43.121090,0.049534,4208.961426,733.301758,409.508972,-0.888304,48.719570,-0.055460,3627.358887,1250.976196,924.893799
4231,211.550000,-0.332069,43.118771,0.048784,4208.969727,733.305542,409.507629,-0.881226,48.700310,-0.055727,3627.300781,1250.953735,924.884705
4232,211.600000,-0.316004,43.120728,0.039158,4208.974121,733.315552,409.514587,-0.898582,48.695778,-0.040040,3627.293457,1250.969116,924.894470
4233,211.650000,-0.322030,43.120613,0.047089,4208.968262,733.314758,409.519562,-0.881117,48.689518,-0.060340,3627.258789,1250.966064,924.886292
4234,211.700000,-0.327511,43.115902,0.048585,4208.970703,733.316772,409.512421,-0.882786,48.691154,-0.053049,3627.268066,1250.938110,924.866211
4235,211.750000,-0.327845,43.115910,0.048668,4208.970215,733.312683,409.523224,-0.880098,48.705757,-0.053989,3627.320801,1250.939575,924.888855
4236,211.800000,-0.310082,43.123524,0.038816,4208.988770,733.320557,409.528748,-0.891140,48.710251,-0.051019,3627.342529,1250.967529,924.909912
4237,211.850000,-0.309756,43.113861,0.042086,4208.981445,733.328186,409.521515,-0.880865,48.720989,-0.053478,3627.367920,1250.944702,924.910522
4238,211.900000,-0.312665,43.124508,0.042203,4208.976562,733.313599,409.511871,-0.883753,48.715023,-0.051890,3627.356934,1250.944824,924.888062
4239,211.950000,-0.329227,43.120098,0.045365,4208.962402,733.296448,409.517273,-0.884807,48.710346,-0.044971,3627.337891,1250.923828,924.896667
4240,212.000000,-0.322242,43.111824,0.043288,4208.974121,733.311157,409.516571,-0.890960,48.722565,-0.040536,3627.390625,1250.929077,924.916565
4241,212.050000,-0.325299,43.113258,0.050216,4208.976562,733.305786,409.514435,-0.882799,48.711514,-0.043729,3627.348389,1250.914429,924.897278
4242,212.100000,-0.329883,43.118568,0.049990,4208.983398,733.315796,409.513062,-0.880427,48.721352,-0.048872,3627.378174,1250.918579,924.908386
4243,212.150000,-0.321293,43.118359,0.046687,4208.970703,733.318848,409.514618,-0.890588,48.717342,-0.038995,3627.363037,1250.929810,924.902893
4244,212.200000,-0.308953,43.113327,0.038467,4208.981445,733.325806,409.532593,-0.913854,48.845554,-0.009378,3627.750732,1250.987427,924.946533
4245,212.250000,-0.307486,43.118240,0.036081,4208.977539,733.314209,409.535370,-0.915508,48.875233,0.001953,3627.677490,1251.023682,924.810242
4246,212.300000,-0.321457,43.121979,0.041371,4208.966309,733.302185,409.528687,-0.901504,48.869751,-0.010021,3627.425049,1251.008911,924.622070
4247,212.350000,-0.327493,43.119389,0.048779,4208.964355,733.310303,409.527649,-0.917854,48.837486,0.005229,3627.007080,1250.984619,924.361023
4248,212.400000,-0.312512,43.116940,0.039249,4208.960449,733.326111,409.533142,-0.871360,48.893539,-0.057713,3626.774902,1251.023315,924.110779
4249,212.450000,-0.323204,43.122803,0.040370,4208.928223,733.304321,409.520721,-0.891729,48.912613,-0.032235,3626.324707,1251.045532,923.719116
4250,212.500000,-0.331281,43.122189,0.047413,4208.937988,733.303284,409.511749,-0.897810,48.984016,-0.024527,3625.969482,1251.027710,923.311401
4251,212.550000,-0.332595,43.115364,0.050800,4208.967773,733.306152,409.520844,-0.941705,49.064167,0.018902,3625.658691,1251.077881,922.896973
4252,212.600000,-0.316937,43.116489,0.044576,4208.953613,733.322693,409.532379,-0.927884,49.051014,-0.002505,3624.946045,1251.120361,922.348694
4253,212.650000,-0.324442,43.116310,0.050280,4208.966309,733.315247,409.523712,-0.902931,48.954678,-0.035815,3623.900146,1251.153564,921.674255
4254,212.700000,-0.330115,43.119595,0.049432,4208.952637,733.316040,409.516632,-0.934871,49.115734,0.001653,3623.593506,1251.191772,921.114136
4255,212.750000,-0.326963,43.118694,0.046642,4208.960938,733.316650,409.517853,-0.926790,49.300495,0.001067,3623.287842,1251.223755,920.581604
4256,212.800000,-0.313962,43.117985,0.044152,4208.955566,733.322083,409.521393,-0.971330,49.336159,0.072548,3622.533203,1251.153442,919.930786
4257,212.850000,-0.312211,43.114124,0.039325,4208.957520,733.322083,409.516815,-0.996093,49.167496,0.090123,3621.077637,1251.166626,919.091003
4258,212.900000,-0.314482,43.115517,0.044381,4208.951172,733.326782,409.514862,-0.989385,48.973537,0.068526,3619.448242,1251.204834,918.118958
4259,212.950000,-0.320972,43.121120,0.044097,4208.958984,733.314880,409.518982,-1.007094,49.096485,0.083743,3618.908691,1251.258179,917.428833
4260,213.000000,-0.322183,43.121784,0.044821,4208.955566,733.315369,409.510742,-0.943282,49.347267,-0.012050,3618.676758,1251.373413,916.820557
4261,213.050000,-0.325549,43.117626,0.046257,4208.967773,733.306213,409.509491,-0.989403,49.424625,0.024928,3617.955566,1251.414429,916.125305
4262,213.100000,-0.322798,43.118595,0.041668,4208.948242,733.300171,409.511200,-0.967162,49.257042,0.026868,3616.381592,1251.289917,915.185913
4263,213.150000,-0.323967,43.120075,0.042620,4208.937500,733.299011,409.521210,-0.957248,49.335754,0.046567,3615.629883,1251.231201,914.406799
4264,213.200000,-0.326440,43.112667,0.048703,4208.968750,733.301086,409.518280,-0.906490,49.561722,0.008890,3615.248779,1251.229858,913.715271
4265,213.250000,-0.325299,43.114346,0.050322,4208.959473,733.306458,409.519806,-0.880734,49.536415,-0.032099,3614.103760,1251.216797,912.898438
4266,213.300000,-0.325697,43.117474,0.043731,4208.957520,733.297729,409.501190,-0.916616,49.315125,-0.010385,3612.366211,1251.210083,911.953796
4267,213.350000,-0.320220,43.114330,0.044394,4208.952148,733.294922,409.509918,-0.897950,49.277802,-0.044458,3611.240967,1251.208374,911.134033
4268,213.400000,-0.328577,43.115356,0.050914,4208.942871,733.294312,409.508484,-0.850365,49.418621,-0.114602,3610.681152,1251.279541,910.433411
4269,213.450000,-0.324234,43.115788,0.043232,4208.938965,733.293640,409.503235,-0.841540,49.557217,-0.155069,3610.129639,1251.335815,909.720459
4270,213.500000,-0.325042,43.116993,0.041744,4208.937012,733.288269,409.487915,-0.863267,49.458282,-0.140627,3608.882324,1251.331055,908.940186
4271,213.550000,-0.324050,43.119263,0.043249,4208.933594,733.285339,409.500977,-0.816750,49.394760,-0.165217,3607.828125,1251.205078,908.239807
4272,213.600000,-0.298761,43.123245,0.031325,4208.950195,733.306213,409.496796,-0.807822,49.449974,-0.135467,3607.121094,1251.039062,907.628845
4273,213.650000,-0.321407,43.117569,0.037407,4208.912109,733.281616,409.500671,-0.719607,49.577679,-0.226361,3606.646729,1250.984741,907.090820
4274,213.700000,-0.316883,43.120296,0.034841,4208.926758,733.281433,409.492584,-0.716844,49.570171,-0.247877,3605.858398,1251.007935,906.451294
4275,213.750000,-0.314941,43.112949,0.040189,4208.935059,733.294006,409.489105,-0.761139,49.494011,-0.220553,3604.967529,1251.068726,905.842712
4276,213.800000,-0.304722,43.124435,0.037349,4208.936523,733.304993,409.495178,-0.817077,49.287609,-0.175133,3603.642334,1251.088989,905.211792
4277,213.850000,-0.314849,43.124043,0.036861,4208.928223,733.291809,409.488770,-0.786824,49.235226,-0.210394,3602.880371,1251.056396,904.738098
4278,213.900000,-0.317286,43.117985,0.040071,4208.935547,733.276672,409.479584,-0.748420,49.335503,-0.275386,3602.660889,1251.083008,904.393311
